o_orderkey,o_custkey,o_orderstatus,o_totalprice,o_orderdate,o_orderpriority,o_clerk,o_shippriority,o_comment
10814,14818,O,27521.6,1998-03-26,4-NOT SPECIFIED,Clerk#000000916,0,Check address
10815,9760,F,31753.73,1993-05-15,3-MEDIUM,Clerk#000000781,0,Quick fox
10816,6413,O,36643.64,1992-10-13,1-URGENT,Clerk#000000831,0,Standard order
10817,20505,F,20663.52,1994-01-01,2-HIGH,Clerk#000000709,0,Lorem ipsum
10818,108501,O,42458.4,1993-06-24,3-MEDIUM,Clerk#000000304,0,Standard order
10819,8508,O,26978.83,1998-07-24,2-HIGH,Clerk#000000501,0,Deliver ASAP
10820,21051,O,39802.26,1996-10-04,4-NOT SPECIFIED,Clerk#000000111,0,Check address
10821,135893,P,19769.07,1995-03-14,3-MEDIUM,Clerk#000000104,0,Lazy dog
10822,138908,P,33484.67,1992-11-26,2-HIGH,Clerk#000000921,0,Deliver ASAP
10823,100154,O,46784.26,1993-09-16,2-HIGH,Clerk#000000905,0,Check address
10824,13588,F,10869.22,1993-03-08,3-MEDIUM,Clerk#000000392,0,Standard order
10825,57733,P,47745.0,1996-06-25,2-HIGH,Clerk#000000448,0,Quick fox
10826,51922,O,13000.89,1996-05-09,1-URGENT,Clerk#000000341,0,Standard order
10827,117735,F,8627.18,1997-01-07,2-HIGH,Clerk#000000282,0,Deliver ASAP
10828,130105,F,33884.27,1995-06-25,4-NOT SPECIFIED,Clerk#000000072,0,Standard order
10829,137913,F,41202.38,1995-02-02,4-NOT SPECIFIED,Clerk#000000264,0,Deliver ASAP
10830,31441,O,19020.51,1997-09-06,2-HIGH,Clerk#000000105,0,Quick fox
10831,35184,P,9615.66,1993-12-05,4-NOT SPECIFIED,Clerk#000000328,0,Quick fox
10832,96173,F,34246.22,1996-07-23,3-MEDIUM,Clerk#000000286,0,Check address
10833,133462,O,13200.06,1998-07-08,3-MEDIUM,Clerk#000000899,0,Standard order
10834,114516,O,43937.33,1993-11-27,1-URGENT,Clerk#000000719,0,Lorem ipsum
10835,123184,O,414.98,1997-10-03,1-URGENT,Clerk#000000534,0,Lazy dog
10836,66300,O,34460.1,1996-10-02,2-HIGH,Clerk#000000473,0,Lorem ipsum
10837,115504,O,2955.95,1994-04-24,2-HIGH,Clerk#000000163,0,Lorem ipsum
10838,39024,P,28769.35,1997-05-23,4-NOT SPECIFIED,Clerk#000000961,0,Check address
10839,39942,P,46481.3,1996-10-06,1-URGENT,Clerk#000000409,0,Lorem ipsum
10840,121678,O,39800.1,1994-08-14,4-NOT SPECIFIED,Clerk#000000518,0,Quick fox
10841,76055,P,16142.88,1995-03-19,1-URGENT,Clerk#000000374,0,Lazy dog
10842,65364,O,23141.84,1995-05-29,3-MEDIUM,Clerk#000000499,0,Deliver ASAP
10843,61743,F,26384.01,1994-10-09,3-MEDIUM,Clerk#000000202,0,Check address
10844,45216,P,17697.4,1994-12-22,2-HIGH,Clerk#000000563,0,Lorem ipsum
10845,47858,P,29866.84,1993-07-25,1-URGENT,Clerk#000000254,0,Check address
10846,55477,O,26926.89,1995-09-22,1-URGENT,Clerk#000000307,0,Quick fox
10847,140468,O,16950.0,1998-11-14,3-MEDIUM,Clerk#000000752,0,Lorem ipsum
10848,59769,P,41351.65,1993-03-12,4-NOT SPECIFIED,Clerk#000000118,0,Lazy dog
10849,103592,F,14287.44,1997-04-06,3-MEDIUM,Clerk#000000658,0,Standard order
10850,46230,P,47786.39,1998-02-17,4-NOT SPECIFIED,Clerk#000000710,0,Lazy dog
10851,111707,P,49437.91,1998-08-12,2-HIGH,Clerk#000000679,0,Lorem ipsum
10852,62584,P,13576.31,1997-06-14,3-MEDIUM,Clerk#000000638,0,Check address
10853,126012,F,29229.96,1994-04-12,4-NOT SPECIFIED,Clerk#000000691,0,Lazy dog
10854,30105,F,10038.88,1998-12-08,1-URGENT,Clerk#000000458,0,Quick fox
10855,37595,O,18150.21,1993-03-13,4-NOT SPECIFIED,Clerk#000000302,0,Standard order
10856,3665,P,875.61,1993-08-02,1-URGENT,Clerk#000000945,0,Quick fox
10857,10529,O,49737.13,1997-06-02,2-HIGH,Clerk#000000740,0,Lazy dog
10858,128405,F,22717.11,1998-10-10,3-MEDIUM,Clerk#000000008,0,Lorem ipsum
10859,32900,P,12596.48,1997-10-10,4-NOT SPECIFIED,Clerk#000000198,0,Lazy dog
10860,70980,P,31700.56,1994-04-27,3-MEDIUM,Clerk#000000731,0,Check address
10861,17242,P,44025.81,1992-02-28,2-HIGH,Clerk#000000980,0,Standard order
10862,46212,P,38337.52,1993-11-28,2-HIGH,Clerk#000000120,0,Standard order
10863,63473,O,12357.38,1997-08-30,2-HIGH,Clerk#000000591,0,Check address
10864,31347,P,9913.62,1993-01-30,2-HIGH,Clerk#000000947,0,Lazy dog
10865,81197,F,41351.16,1995-04-18,1-URGENT,Clerk#000000768,0,Standard order
10866,104452,O,30419.19,1996-07-14,4-NOT SPECIFIED,Clerk#000000479,0,Lazy dog
10867,102909,P,32052.97,1998-11-19,2-HIGH,Clerk#000000285,0,Deliver ASAP
10868,149015,O,38507.55,1998-01-10,4-NOT SPECIFIED,Clerk#000000538,0,Lazy dog
10869,49168,O,38092.19,1995-12-07,3-MEDIUM,Clerk#000000766,0,Standard order
10870,36374,P,46490.99,1995-01-31,3-MEDIUM,Clerk#000000013,0,Lazy dog
10871,67144,F,2367.4,1995-02-08,1-URGENT,Clerk#000000759,0,Quick fox
10872,120624,P,40448.61,1993-05-04,1-URGENT,Clerk#000000087,0,Lazy dog
10873,110014,P,14654.56,1994-09-06,1-URGENT,Clerk#000000838,0,Quick fox
10874,2017,F,33112.43,1994-06-13,3-MEDIUM,Clerk#000000572,0,Lorem ipsum
10875,69111,P,42426.15,1998-11-05,3-MEDIUM,Clerk#000000664,0,Deliver ASAP
10876,7275,F,19252.34,1994-05-09,4-NOT SPECIFIED,Clerk#000000168,0,Standard order
10877,15749,O,25021.21,1998-08-05,3-MEDIUM,Clerk#000000291,0,Lorem ipsum
10878,11827,F,30125.57,1992-07-20,1-URGENT,Clerk#000000724,0,Standard order
10879,83009,O,28917.42,1992-08-03,3-MEDIUM,Clerk#000000924,0,Lazy dog
10880,129289,F,29380.5,1996-01-10,3-MEDIUM,Clerk#000000225,0,Check address
10881,105624,O,8098.58,1994-04-04,2-HIGH,Clerk#000000663,0,Check address
10882,139593,F,29276.1,1994-12-18,1-URGENT,Clerk#000000724,0,Check address
10883,83107,O,33179.78,1992-07-22,3-MEDIUM,Clerk#000000349,0,Deliver ASAP
10884,54639,P,31282.84,1998-06-23,1-URGENT,Clerk#000000371,0,Deliver ASAP
10885,69073,F,30331.22,1994-04-18,4-NOT SPECIFIED,Clerk#000000577,0,Check address
10886,67310,F,26432.67,1996-06-01,4-NOT SPECIFIED,Clerk#000000388,0,Quick fox
10887,124725,O,36915.49,1997-03-29,4-NOT SPECIFIED,Clerk#000000364,0,Check address
10888,127844,F,6331.8,1992-05-31,4-NOT SPECIFIED,Clerk#000000662,0,Check address
10889,35327,F,34318.69,1994-03-27,3-MEDIUM,Clerk#000000213,0,Lorem ipsum
10890,5080,F,30804.52,1995-09-18,1-URGENT,Clerk#000000965,0,Deliver ASAP
10891,121413,F,21285.57,1994-05-05,3-MEDIUM,Clerk#000000745,0,Lazy dog
10892,87341,F,33747.86,1997-10-16,3-MEDIUM,Clerk#000000657,0,Standard order
10893,85212,O,5177.77,1996-08-24,3-MEDIUM,Clerk#000000377,0,Quick fox
10894,42750,F,22855.84,1993-09-06,1-URGENT,Clerk#000000174,0,Quick fox
10895,118193,P,25310.57,1995-05-04,4-NOT SPECIFIED,Clerk#000000846,0,Deliver ASAP
10896,74535,P,17630.81,1997-02-05,3-MEDIUM,Clerk#000000720,0,Check address
10897,79234,P,49946.03,1994-07-27,4-NOT SPECIFIED,Clerk#000000372,0,Check address
10898,51819,O,35928.99,1992-06-13,2-HIGH,Clerk#000000061,0,Lorem ipsum
10899,111911,F,17328.19,1992-02-29,1-URGENT,Clerk#000000525,0,Check address
10900,13430,F,14175.76,1998-01-29,3-MEDIUM,Clerk#000000377,0,Deliver ASAP
10901,57749,F,10104.59,1996-08-11,4-NOT SPECIFIED,Clerk#000000039,0,Lazy dog
10902,48808,F,18369.81,1995-01-22,1-URGENT,Clerk#000000396,0,Lazy dog
10903,7141,O,46933.39,1993-12-15,2-HIGH,Clerk#000000139,0,Standard order
10904,63227,P,24488.83,1998-08-26,4-NOT SPECIFIED,Clerk#000000870,0,Lorem ipsum
10905,145974,O,26979.35,1997-06-23,3-MEDIUM,Clerk#000000334,0,Check address
10906,88816,F,31181.47,1997-11-27,4-NOT SPECIFIED,Clerk#000000142,0,Deliver ASAP
10907,28526,F,2835.91,1993-10-01,3-MEDIUM,Clerk#000000606,0,Standard order
10908,20492,F,13722.77,1996-10-10,4-NOT SPECIFIED,Clerk#000000133,0,Lorem ipsum
10909,8079,P,353.72,1994-07-13,2-HIGH,Clerk#000000409,0,Lorem ipsum
10910,91655,F,25882.52,1992-08-06,1-URGENT,Clerk#000000273,0,Lorem ipsum
10911,129102,F,49216.57,1997-01-30,2-HIGH,Clerk#000000346,0,Standard order
10912,16998,O,25106.59,1996-09-18,2-HIGH,Clerk#000000449,0,Standard order
10913,131941,F,42706.25,1995-05-22,4-NOT SPECIFIED,Clerk#000000304,0,Lazy dog
10914,97357,P,41977.04,1997-05-08,3-MEDIUM,Clerk#000000585,0,Lazy dog
10915,113712,O,49810.39,1993-03-27,4-NOT SPECIFIED,Clerk#000000093,0,Lorem ipsum
10916,21247,F,42261.91,1994-05-13,4-NOT SPECIFIED,Clerk#000000691,0,Lazy dog
10917,147327,P,1052.65,1994-11-14,3-MEDIUM,Clerk#000000365,0,Lazy dog
10918,34513,O,25993.63,1998-05-22,2-HIGH,Clerk#000000059,0,Standard order
10919,57866,F,21301.23,1992-06-17,1-URGENT,Clerk#000000298,0,Deliver ASAP
10920,103394,F,27222.17,1993-04-01,2-HIGH,Clerk#000000133,0,Deliver ASAP
10921,72145,O,24389.63,1997-04-30,1-URGENT,Clerk#000000508,0,Quick fox
10922,117364,P,46042.51,1998-06-10,4-NOT SPECIFIED,Clerk#000000357,0,Lazy dog
10923,50666,O,11061.73,1993-11-19,4-NOT SPECIFIED,Clerk#000000795,0,Lorem ipsum
10924,93543,O,27950.85,1994-09-29,2-HIGH,Clerk#000000198,0,Quick fox
10925,101312,P,45379.12,1995-07-29,4-NOT SPECIFIED,Clerk#000000039,0,Check address
10926,14326,P,2515.67,1993-03-03,2-HIGH,Clerk#000000563,0,Deliver ASAP
10927,132826,F,25551.97,1995-07-30,3-MEDIUM,Clerk#000000398,0,Quick fox
10928,149069,O,23621.62,1995-12-04,4-NOT SPECIFIED,Clerk#000000786,0,Deliver ASAP
10929,68812,F,33523.18,1998-08-04,4-NOT SPECIFIED,Clerk#000000002,0,Lazy dog
10930,116738,P,31595.12,1994-05-26,1-URGENT,Clerk#000000943,0,Lorem ipsum
10931,825,O,8526.55,1994-06-14,3-MEDIUM,Clerk#000000515,0,Check address
10932,144953,O,38935.63,1992-03-28,4-NOT SPECIFIED,Clerk#000000707,0,Deliver ASAP
10933,117719,O,49953.89,1993-03-21,3-MEDIUM,Clerk#000000448,0,Lorem ipsum
10934,66618,P,24007.16,1994-10-04,4-NOT SPECIFIED,Clerk#000000673,0,Deliver ASAP
10935,11518,P,10583.27,1996-02-01,3-MEDIUM,Clerk#000000235,0,Lazy dog
10936,147949,O,1626.5,1993-06-28,2-HIGH,Clerk#000000028,0,Lazy dog
10937,103069,O,15219.41,1996-11-14,2-HIGH,Clerk#000000879,0,Check address
10938,115017,P,6407.66,1995-08-14,4-NOT SPECIFIED,Clerk#000000990,0,Lazy dog
10939,9983,P,44596.1,1997-01-15,4-NOT SPECIFIED,Clerk#000000166,0,Check address
10940,145712,P,42601.89,1992-07-19,1-URGENT,Clerk#000000639,0,Quick fox
10941,70211,O,43402.44,1996-06-23,4-NOT SPECIFIED,Clerk#000000206,0,Check address
10942,69853,F,13091.01,1998-08-05,3-MEDIUM,Clerk#000000260,0,Quick fox
10943,113619,F,18457.86,1997-05-07,2-HIGH,Clerk#000000579,0,Lorem ipsum
10944,9696,O,11842.22,1997-09-16,1-URGENT,Clerk#000000814,0,Lorem ipsum
10945,48583,F,39219.66,1994-07-26,4-NOT SPECIFIED,Clerk#000000514,0,Quick fox
10946,31095,O,44753.24,1998-10-08,2-HIGH,Clerk#000000323,0,Lazy dog
10947,22188,F,21457.53,1994-01-04,1-URGENT,Clerk#000000408,0,Deliver ASAP
10948,118014,O,42855.06,1994-12-04,3-MEDIUM,Clerk#000000539,0,Deliver ASAP
10949,128722,P,18054.52,1997-07-04,4-NOT SPECIFIED,Clerk#000000795,0,Quick fox
10950,106684,F,13323.63,1998-10-27,3-MEDIUM,Clerk#000000338,0,Lazy dog
10951,1215,F,23541.23,1992-07-13,4-NOT SPECIFIED,Clerk#000000459,0,Standard order
10952,23941,P,25739.32,1997-05-07,3-MEDIUM,Clerk#000000437,0,Standard order
10953,44407,F,532.91,1993-12-28,3-MEDIUM,Clerk#000000137,0,Standard order
10954,147050,O,35115.7,1996-12-24,4-NOT SPECIFIED,Clerk#000000702,0,Lazy dog
10955,58415,O,7295.48,1996-04-29,2-HIGH,Clerk#000000252,0,Lorem ipsum
10956,101441,P,12638.73,1993-10-20,3-MEDIUM,Clerk#000000985,0,Lazy dog
10957,103570,F,33688.23,1992-11-10,1-URGENT,Clerk#000000112,0,Standard order
10958,60482,O,48668.95,1993-12-04,3-MEDIUM,Clerk#000000708,0,Lazy dog
10959,27741,P,46637.41,1997-08-11,4-NOT SPECIFIED,Clerk#000000394,0,Check address
10960,63329,F,49044.94,1992-02-28,1-URGENT,Clerk#000000987,0,Standard order
10961,11882,O,2219.95,1992-04-20,4-NOT SPECIFIED,Clerk#000000570,0,Standard order
10962,36997,F,17399.83,1997-05-28,3-MEDIUM,Clerk#000000944,0,Standard order
10963,122197,F,1278.5,1995-09-19,4-NOT SPECIFIED,Clerk#000000390,0,Lorem ipsum
10964,37178,O,39341.26,1992-06-12,3-MEDIUM,Clerk#000000299,0,Standard order
10965,66127,F,27988.75,1997-06-10,3-MEDIUM,Clerk#000000696,0,Check address
10966,56532,O,637.09,1997-05-16,3-MEDIUM,Clerk#000000809,0,Lazy dog
10967,26120,O,38540.33,1993-02-20,2-HIGH,Clerk#000000718,0,Quick fox
10968,117745,O,10825.37,1994-07-14,1-URGENT,Clerk#000000988,0,Standard order
10969,116895,P,11867.79,1998-09-30,3-MEDIUM,Clerk#000000678,0,Quick fox
10970,133781,P,30262.03,1997-10-06,1-URGENT,Clerk#000000029,0,Deliver ASAP
10971,44990,F,1419.47,1994-07-19,4-NOT SPECIFIED,Clerk#000000686,0,Lorem ipsum
10972,22107,O,36214.2,1994-01-05,2-HIGH,Clerk#000000489,0,Lorem ipsum
10973,17132,O,16255.84,1992-06-29,2-HIGH,Clerk#000000652,0,Deliver ASAP
10974,46554,O,21616.11,1994-08-06,2-HIGH,Clerk#000000178,0,Quick fox
10975,6554,P,847.58,1996-11-22,4-NOT SPECIFIED,Clerk#000000643,0,Deliver ASAP
10976,17882,O,11583.18,1998-01-12,3-MEDIUM,Clerk#000000314,0,Deliver ASAP
10977,1380,F,29788.92,1995-05-21,1-URGENT,Clerk#000000856,0,Standard order
10978,90792,F,17412.43,1997-04-30,4-NOT SPECIFIED,Clerk#000000871,0,Lorem ipsum
10979,105665,O,24077.27,1993-10-13,3-MEDIUM,Clerk#000000485,0,Lorem ipsum
10980,69307,F,21200.73,1997-05-29,2-HIGH,Clerk#000000732,0,Quick fox
10981,140161,F,23119.8,1993-09-29,1-URGENT,Clerk#000000825,0,Standard order
10982,104513,F,11946.78,1997-04-28,1-URGENT,Clerk#000000182,0,Check address
10983,16351,O,2091.59,1992-12-09,2-HIGH,Clerk#000000917,0,Lazy dog
10984,99600,O,16645.18,1996-03-10,2-HIGH,Clerk#000000440,0,Deliver ASAP
10985,81398,O,17488.5,1994-03-21,4-NOT SPECIFIED,Clerk#000000773,0,Quick fox
10986,79510,O,30182.43,1997-02-15,3-MEDIUM,Clerk#000000993,0,Standard order
10987,17770,F,47975.6,1997-01-28,4-NOT SPECIFIED,Clerk#000000486,0,Quick fox
10988,101585,O,13558.12,1998-03-22,2-HIGH,Clerk#000000215,0,Lorem ipsum
10989,46366,P,23268.35,1992-07-24,1-URGENT,Clerk#000000061,0,Lorem ipsum
10990,50186,P,15941.73,1993-03-21,1-URGENT,Clerk#000000225,0,Check address
10991,133859,P,13195.26,1993-09-23,2-HIGH,Clerk#000000803,0,Deliver ASAP
10992,126526,O,36127.02,1993-10-04,1-URGENT,Clerk#000000489,0,Deliver ASAP
10993,132693,P,1680.96,1994-12-06,2-HIGH,Clerk#000000909,0,Quick fox
10994,36304,O,39587.9,1993-10-17,1-URGENT,Clerk#000000570,0,Deliver ASAP
10995,19590,F,41713.54,1993-04-30,3-MEDIUM,Clerk#000000297,0,Check address
10996,2883,O,34410.49,1993-05-04,4-NOT SPECIFIED,Clerk#000000866,0,Quick fox
10997,129237,O,13550.71,1995-05-05,1-URGENT,Clerk#000000721,0,Lazy dog
10998,9746,F,46348.0,1997-09-21,3-MEDIUM,Clerk#000000626,0,Quick fox
10999,15862,F,32745.98,1992-02-25,1-URGENT,Clerk#000000806,0,Lazy dog
11000,91708,O,48634.57,1998-06-21,2-HIGH,Clerk#000000834,0,Lorem ipsum
11001,54262,O,18893.11,1993-09-01,3-MEDIUM,Clerk#000000339,0,Quick fox
11002,133910,P,41274.63,1994-02-11,2-HIGH,Clerk#000000211,0,Deliver ASAP
11003,74136,P,10962.29,1994-06-03,4-NOT SPECIFIED,Clerk#000000601,0,Lazy dog
11004,54381,F,44418.32,1997-09-03,4-NOT SPECIFIED,Clerk#000000088,0,Check address
11005,86090,O,39131.9,1998-08-09,1-URGENT,Clerk#000000124,0,Standard order
11006,105026,P,44794.69,1998-01-24,3-MEDIUM,Clerk#000000653,0,Standard order
11007,44398,F,39087.01,1997-07-31,3-MEDIUM,Clerk#000000162,0,Check address
11008,77086,O,12902.42,1995-07-23,1-URGENT,Clerk#000000717,0,Check address
11009,63866,P,11747.74,1994-03-12,1-URGENT,Clerk#000000836,0,Quick fox
11010,55957,O,4583.12,1997-08-27,4-NOT SPECIFIED,Clerk#000000072,0,Check address
11011,100728,F,25473.71,1993-09-30,2-HIGH,Clerk#000000340,0,Lorem ipsum
11012,143979,F,23378.37,1993-10-26,4-NOT SPECIFIED,Clerk#000000287,0,Standard order
11013,14989,F,11167.85,1992-02-25,2-HIGH,Clerk#000000707,0,Lazy dog
11014,33801,P,27343.16,1993-11-03,3-MEDIUM,Clerk#000000622,0,Quick fox
11015,87330,P,9330.31,1996-02-12,1-URGENT,Clerk#000000421,0,Standard order
11016,52285,O,19537.19,1998-07-15,2-HIGH,Clerk#000000454,0,Lorem ipsum
11017,56233,F,8086.59,1992-12-14,3-MEDIUM,Clerk#000000792,0,Lazy dog
11018,44421,F,37954.28,1998-06-11,3-MEDIUM,Clerk#000000829,0,Standard order
11019,37711,F,38032.91,1997-05-23,2-HIGH,Clerk#000000642,0,Standard order
11020,92036,O,43667.72,1992-01-11,3-MEDIUM,Clerk#000000518,0,Deliver ASAP
11021,31284,P,26854.48,1994-12-14,2-HIGH,Clerk#000000228,0,Standard order
11022,25969,O,31520.67,1994-12-12,2-HIGH,Clerk#000000334,0,Lazy dog
11023,62509,F,31875.37,1995-07-26,1-URGENT,Clerk#000000320,0,Lorem ipsum
11024,113436,F,8633.95,1997-12-17,4-NOT SPECIFIED,Clerk#000000558,0,Check address
11025,85367,P,19067.58,1998-03-06,3-MEDIUM,Clerk#000000839,0,Check address
11026,5739,P,47089.97,1997-12-03,3-MEDIUM,Clerk#000000787,0,Check address
11027,3099,O,14867.76,1995-10-25,4-NOT SPECIFIED,Clerk#000000608,0,Lazy dog
11028,95425,O,29346.56,1995-08-28,3-MEDIUM,Clerk#000000113,0,Lazy dog
11029,78673,P,30492.09,1994-04-14,1-URGENT,Clerk#000000355,0,Standard order
11030,38245,F,37231.96,1994-06-28,3-MEDIUM,Clerk#000000084,0,Lorem ipsum
11031,139326,F,10712.37,1995-05-07,4-NOT SPECIFIED,Clerk#000000900,0,Lazy dog
11032,54334,P,45717.19,1998-04-21,2-HIGH,Clerk#000000816,0,Deliver ASAP
11033,125350,P,48872.5,1997-06-14,3-MEDIUM,Clerk#000000126,0,Lazy dog
11034,50970,F,26792.17,1993-11-20,2-HIGH,Clerk#000000873,0,Check address
11035,90745,F,21430.1,1997-07-30,2-HIGH,Clerk#000000108,0,Lazy dog
11036,117287,F,11869.06,1993-02-24,2-HIGH,Clerk#000000122,0,Lazy dog
11037,75029,P,21980.44,1997-05-12,3-MEDIUM,Clerk#000000285,0,Check address
11038,35422,O,47172.15,1996-07-10,1-URGENT,Clerk#000000108,0,Lorem ipsum
11039,132527,F,4690.86,1998-03-01,1-URGENT,Clerk#000000048,0,Lazy dog
11040,148595,P,18967.67,1992-03-21,2-HIGH,Clerk#000000099,0,Lazy dog
11041,38576,P,40929.39,1997-09-19,4-NOT SPECIFIED,Clerk#000000177,0,Lorem ipsum
11042,3193,F,37410.14,1993-04-25,2-HIGH,Clerk#000000537,0,Lazy dog
11043,111117,P,28875.51,1998-05-17,1-URGENT,Clerk#000000495,0,Standard order
11044,127875,P,39084.63,1994-09-20,1-URGENT,Clerk#000000028,0,Deliver ASAP
11045,81312,O,36399.98,1994-09-18,2-HIGH,Clerk#000000157,0,Lorem ipsum
11046,141475,O,31337.85,1992-03-15,2-HIGH,Clerk#000000039,0,Standard order
11047,80782,O,32479.79,1995-07-22,1-URGENT,Clerk#000000335,0,Lorem ipsum
11048,36528,P,17320.85,1992-07-26,3-MEDIUM,Clerk#000000487,0,Standard order
11049,52182,F,28999.83,1995-09-12,3-MEDIUM,Clerk#000000043,0,Lorem ipsum
11050,91473,F,11925.38,1993-08-22,2-HIGH,Clerk#000000139,0,Lazy dog
11051,81220,O,46463.48,1994-11-20,2-HIGH,Clerk#000000672,0,Quick fox
11052,143533,F,24533.73,1994-03-09,4-NOT SPECIFIED,Clerk#000000999,0,Quick fox
11053,119784,P,35218.13,1993-12-14,1-URGENT,Clerk#000000030,0,Lazy dog
11054,147520,O,2085.27,1995-10-28,4-NOT SPECIFIED,Clerk#000000667,0,Check address
11055,83266,O,32133.79,1992-10-17,1-URGENT,Clerk#000000101,0,Check address
11056,50127,P,30815.94,1998-12-02,4-NOT SPECIFIED,Clerk#000000268,0,Deliver ASAP
11057,20546,P,16684.74,1995-08-11,2-HIGH,Clerk#000000077,0,Check address
11058,55115,O,45068.94,1992-06-28,4-NOT SPECIFIED,Clerk#000000513,0,Check address
11059,93741,O,44539.12,1995-06-14,4-NOT SPECIFIED,Clerk#000000969,0,Lorem ipsum
11060,13891,F,11805.28,1996-06-06,2-HIGH,Clerk#000000434,0,Check address
11061,121285,O,37360.18,1996-05-29,2-HIGH,Clerk#000000395,0,Lazy dog
11062,52483,P,8615.82,1993-03-22,2-HIGH,Clerk#000000206,0,Standard order
11063,132813,O,37946.96,1996-12-01,3-MEDIUM,Clerk#000000780,0,Deliver ASAP
11064,142291,O,21985.27,1995-04-29,3-MEDIUM,Clerk#000000739,0,Standard order
11065,71592,F,48917.61,1998-01-03,1-URGENT,Clerk#000000886,0,Quick fox
11066,88242,F,26730.24,1992-07-20,2-HIGH,Clerk#000000731,0,Lazy dog
11067,34723,F,22085.13,1998-07-29,3-MEDIUM,Clerk#000000368,0,Lorem ipsum
11068,49432,O,22247.2,1992-07-29,2-HIGH,Clerk#000000794,0,Lazy dog
11069,42001,P,27068.61,1994-11-15,3-MEDIUM,Clerk#000000224,0,Lazy dog
11070,71976,P,4530.33,1995-02-06,2-HIGH,Clerk#000000028,0,Lazy dog
11071,30922,F,15885.08,1994-11-15,2-HIGH,Clerk#000000438,0,Deliver ASAP
11072,99266,F,42661.96,1993-07-04,3-MEDIUM,Clerk#000000765,0,Deliver ASAP
11073,88748,P,43840.77,1995-03-17,3-MEDIUM,Clerk#000000920,0,Check address
11074,17602,F,30806.35,1993-07-11,1-URGENT,Clerk#000000488,0,Deliver ASAP
11075,93333,O,31205.94,1995-05-14,1-URGENT,Clerk#000000320,0,Standard order
11076,123255,F,1160.96,1997-05-08,2-HIGH,Clerk#000000612,0,Quick fox
11077,119005,P,32037.37,1992-08-28,1-URGENT,Clerk#000000879,0,Check address
11078,147365,F,22584.37,1995-02-26,3-MEDIUM,Clerk#000000104,0,Deliver ASAP
11079,28001,F,46814.87,1995-07-07,1-URGENT,Clerk#000000444,0,Lorem ipsum
11080,130440,F,47422.18,1998-11-12,2-HIGH,Clerk#000000152,0,Quick fox
11081,119278,O,42207.66,1998-09-07,4-NOT SPECIFIED,Clerk#000000394,0,Standard order
11082,30384,P,1580.45,1992-01-18,2-HIGH,Clerk#000000808,0,Quick fox
11083,142858,F,16194.04,1997-12-14,4-NOT SPECIFIED,Clerk#000000964,0,Deliver ASAP
11084,40911,O,42186.15,1997-10-19,3-MEDIUM,Clerk#000000460,0,Deliver ASAP
11085,24282,P,17179.73,1998-07-28,4-NOT SPECIFIED,Clerk#000000527,0,Quick fox
11086,113839,P,27989.52,1998-11-18,1-URGENT,Clerk#000000859,0,Lazy dog
11087,4842,O,49964.25,1992-04-28,3-MEDIUM,Clerk#000000633,0,Lazy dog
11088,97205,O,19935.37,1995-12-31,4-NOT SPECIFIED,Clerk#000000113,0,Lorem ipsum
11089,60156,P,37952.83,1997-12-16,4-NOT SPECIFIED,Clerk#000000218,0,Deliver ASAP
11090,56314,F,27500.5,1996-05-11,3-MEDIUM,Clerk#000000938,0,Deliver ASAP
11091,111689,O,35938.47,1993-11-22,3-MEDIUM,Clerk#000000626,0,Lazy dog
11092,148516,O,32946.64,1995-01-07,4-NOT SPECIFIED,Clerk#000000750,0,Standard order
11093,132995,O,43154.5,1994-03-23,4-NOT SPECIFIED,Clerk#000000307,0,Lazy dog
11094,31977,O,1504.39,1996-11-22,3-MEDIUM,Clerk#000000503,0,Lorem ipsum
11095,143064,O,7567.36,1994-03-05,1-URGENT,Clerk#000000984,0,Quick fox
11096,104406,O,3761.82,1996-03-13,2-HIGH,Clerk#000000171,0,Check address
11097,53745,P,20993.09,1994-06-03,2-HIGH,Clerk#000000468,0,Standard order
11098,2474,F,1550.84,1998-03-19,3-MEDIUM,Clerk#000000949,0,Deliver ASAP
11099,139181,F,6628.13,1992-10-27,3-MEDIUM,Clerk#000000243,0,Lorem ipsum
11100,28716,F,5504.62,1995-11-08,2-HIGH,Clerk#000000817,0,Lorem ipsum
11101,37318,P,4845.49,1997-12-21,4-NOT SPECIFIED,Clerk#000000366,0,Deliver ASAP
11102,65517,P,23028.18,1997-07-20,1-URGENT,Clerk#000000068,0,Lazy dog
11103,54605,P,27592.36,1994-07-02,3-MEDIUM,Clerk#000000103,0,Quick fox
11104,4890,O,9944.39,1997-01-03,4-NOT SPECIFIED,Clerk#000000702,0,Lazy dog
11105,73749,O,6513.1,1993-02-04,3-MEDIUM,Clerk#000000065,0,Check address
11106,31972,O,3782.13,1993-12-10,4-NOT SPECIFIED,Clerk#000000778,0,Standard order
11107,50552,P,38933.05,1998-10-31,1-URGENT,Clerk#000000657,0,Deliver ASAP
11108,134274,F,20182.03,1998-12-18,1-URGENT,Clerk#000000987,0,Standard order
11109,108958,O,6488.76,1998-01-08,3-MEDIUM,Clerk#000000963,0,Deliver ASAP
11110,89883,P,49378.9,1992-12-28,3-MEDIUM,Clerk#000000887,0,Lazy dog
11111,37959,O,5157.93,1995-07-03,4-NOT SPECIFIED,Clerk#000000756,0,Lazy dog
